scorer,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000,DLC_resnet50_2pReachOct9shuffle1_500000
bodyparts,d1middle,d1middle,d1middle,d2tip,d2tip,d2tip,d2middle,d2middle,d2middle,d2knuckle,d2knuckle,d2knuckle,d3tip,d3tip,d3tip,d3middle,d3middle,d3middle,d3knuckle,d3knuckle,d3knuckle,d4tip,d4tip,d4tip,d4middle,d4middle,d4middle,wrist,wrist,wrist,wrist_outer,wrist_outer,wrist_outer,elbow,elbow,elbow,elbow_crook,elbow_crook,elbow_crook,pellet,pellet,pellet,pedestal,pedestal,pedestal,p2d1tip,p2d1tip,p2d1tip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1136.7222900390625,521.5732421875,0.9976546168327332,1150.7255859375,548.98095703125,0.35508862137794495,1168.619873046875,575.2192993164062,0.9837868809700012,1072.7044677734375,574.0729370117188,0.9967308044433594,1181.1551513671875,584.8468017578125,0.3681034445762634,1158.371826171875,622.3905029296875,0.9992062449455261,1068.2530517578125,612.3353881835938,0.9984427094459534,1118.0579833984375,642.0289916992188,0.020384278148412704,1105.572265625,644.1536865234375,0.9440810680389404,992.7012939453125,538.74658203125,0.9868142604827881,997.2769775390625,606.5468139648438,0.996293842792511,742.918701171875,691.4042358398438,0.4353833794593811,817.4827270507812,566.0458984375,0.9925060868263245,1139.189453125,505.5137634277344,0.14069190621376038,880.2572631835938,989.7672729492188,0.9902374148368835,1261.8116455078125,459.96221923828125,0.08936554938554764
1,1129.0069580078125,513.802490234375,0.9980592131614685,1145.7191162109375,540.6049194335938,0.7628657817840576,1158.2197265625,567.913330078125,0.9974589943885803,1066.8072509765625,567.3219604492188,0.9962617754936218,1176.715576171875,578.7138061523438,0.7764433026313782,1149.1824951171875,615.64208984375,0.9995046854019165,1060.33935546875,605.1737060546875,0.9990447163581848,1112.837890625,636.9888305664062,0.04161473736166954,1099.2545166015625,635.916259765625,0.9155563116073608,983.101806640625,535.3809204101562,0.9773140549659729,989.1729125976562,603.35302734375,0.9950791597366333,743.3438110351562,692.662109375,0.592239499092102,813.4531860351562,564.825927734375,0.9934797286987305,1132.53759765625,499.7855529785156,0.15860404074192047,881.0516967773438,989.5881958007812,0.9874303340911865,1266.8487548828125,459.3840637207031,0.21361605823040009
